半导体	semiconductor
"3838","weight","汽车","橡胶制品",0.017563340484449,1,"0.01756","*","Wilcoxon"
"3839","weight","汽车","消费电子设备",6.51806875342793e-11,2.1e-07,"6.5e-11","****","Wilcoxon"
"3840","weight","汽车","小家电",0.00149181385331755,1,"0.00149","**","Wilcoxon"
"3841","weight","汽车","休闲服务",0.271630327040284,1,"0.27163","ns","Wilcoxon"
"3842","weight","汽车","医疗服务",5.22307523933019e-07,0.0015,"5.2e-07","****","Wilcoxon"
"3843","weight","汽车","医疗器械",8.36465342143923e-21,3.1e-17,"< 2e-16","****","Wilcoxon"
"3844","weight","汽车","医药商业",2.38002673254752e-54,1e-50,"< 2e-16","****","Wilcoxon"
"3845","weight","汽车","银行",2.51265558362352e-14,8.6e-11,"2.5e-14","****","Wilcoxon"
"3846","weight","汽车","饮料",0.258876533853669,1,"0.25888","ns","Wilcoxon"
"3847","weight","汽车","营销服务",0.248972343704602,1,"0.24897","ns","Wilcoxon"
"3848","weight","汽车","影视动漫",1.86912109586925e-05,0.047,"1.9e-05","****","Wilcoxon"
"3849","weight","汽车","渔业",0.25154557422807,1,"0.25155","ns","Wilcoxon"
"3850","weight","汽车","造纸印刷",4.17920867957026e-21,1.5e-17,"< 2e-16","****","Wilcoxon"
"3851","weight","汽车","照明设备",0.00102231689710294,1,"0.00102","**","Wilcoxon"
"3852","weight","汽车","中药生产",3.01965318792263e-29,1.2e-25,"< 2e-16","****","Wilcoxon"
"3853","weight","汽车","珠宝首饰",1.74877304316437e-22,6.6e-19,"< 2e-16","****","Wilcoxon"
"3854","weight","汽车","专业服务",5.48726966645708e-05,0.13,"5.5e-05","****","Wilcoxon"
"3855","weight","汽车","专用设备",7.34756367987319e-39,3e-35,"< 2e-16","****","Wilcoxon"
"3856","weight","汽车","装修装饰",0.840848964486622,1,"0.84085","ns","Wilcoxon"
"3857","weight","汽车","综合",0.00968725392872774,1,"0.00969","**","Wilcoxon"
"3858","weight","燃气","商业物业经营",0.058053083798099,1,"0.05805","ns","Wilcoxon"
"3859","weight","燃气","生物医药",0.000489585122144085,1,"0.00049","***","Wilcoxon"
"3860","weight","燃气","石油天然气",2.40881609252058e-10,7.6e-07,"2.4e-10","****","Wilcoxon"
"3861","weight","燃气","食品",3.64372899336015e-06,0.0097,"3.6e-06","****","Wilcoxon"
"3862","weight","燃气","视听器材",1.72115673779428e-11,5.6e-08,"1.7e-11","****","Wilcoxon"
"3863","weight","燃气","输变电设备",0.00784811745295176,1,"0.00785","**","Wilcoxon"
"3864","weight","燃气","水泥",0.0125651618069119,1,"0.01257","*","Wilcoxon"
"3865","weight","燃气","水务",0.47557483860569,1,"0.47557","ns","Wilcoxon"
"3866","weight","燃气","陶瓷",3.54765786164446e-09,1.1e-05,"3.5e-09","****","Wilcoxon"
"3867","weight","燃气","铁矿石",0.618733119821626,1,"0.61873","ns","Wilcoxon"
"3868","weight","燃气","铁路设备",4.17991205635147e-09,1.3e-05,"4.2e-09","****","Wilcoxon"
"3869","weight","燃气","通信设备",7.84893533115318e-10,2.4e-06,"7.8e-10","****","Wilcoxon"
"3870","weight","燃气","通用设备",0.508944796878153,1,"0.50894","ns","Wilcoxon"
"3871","weight","燃气","卫星应用",0.000390860712388404,0.88,"0.00039","***","Wilcoxon"
"3872","weight","燃气","文娱用品",0.000894950131314059,1,"0.00089","***","Wilcoxon"
"3873","weight","燃气","物流",0.144765735055531,1,"0.14477","ns","Wilcoxon"
"3874","weight","燃气","稀有金属",0.00228148920541962,1,"0.00228","**","Wilcoxon"
"3875","weight","燃气","橡胶制品",2.20057559162685e-07,0.00062,"2.2e-07","****","Wilcoxon"
"3876","weight","燃气","消费电子设备",0.0132414483483839,1,"0.01324","*","Wilcoxon"
"3877","weight","燃气","小家电",2.92787253091882e-11,9.4e-08,"2.9e-11","****","Wilcoxon"
"3878","weight","燃气","休闲服务",0.943929269630939,1,"0.94393","ns","Wilcoxon"
"3879","weight","燃气","医疗服务",0.00356280170874952,1,"0.00356","**","Wilcoxon"
"3880","weight","燃气","医疗器械",0.290244533392977,1,"0.29024","ns","Wilcoxon"
"3881","weight","燃气","医药商业",1.97138300380494e-15,6.8e-12,"2.0e-15","****","Wilcoxon"
"3882","weight","燃气","银行",0.847210488698514,1,"0.84721","ns","Wilcoxon"
"3883","weight","燃气","饮料",0.0878025091070849,1,"0.08780","ns","Wilcoxon"
"3884","weight","燃气","营销服务",0.0250728198057132,1,"0.02507","*","Wilcoxon"
"3885","weight","燃气","影视动漫",0.0315462516695425,1,"0.03155","*","Wilcoxon"
"3886","weight","燃气","渔业",0.717358354640156,1,"0.71736","ns","Wilcoxon"
"3887","weight","燃气","造纸印刷",3.40224836524002e-18,1.2e-14,"< 2e-16","****","Wilcoxon"
"3888","weight","燃气","照明设备",5.73717313507129e-08,0.00017,"5.7e-08","****","Wilcoxon"
"3889","weight","燃气","中药生产",0.000169476193418716,0.39,"0.00017","***","Wilcoxon"
"3890","weight","燃气","珠宝首饰",2.64251250428699e-19,9.6e-16,"< 2e-16","****","Wilcoxon"
"3891","weight","燃气","专业服务",9.33267451786581e-12,3e-08,"9.3e-12","****","Wilcoxon"
"3892","weight","燃气","专用设备",0.0487475146120108,1,"0.04875","*","Wilcoxon"
"3893","weight","燃气","装修装饰",0.000311094085683402,0.71,"0.00031","***","Wilcoxon"
"3894","weight","燃气","综合",1.36885726101764e-08,4.1e-05,"1.4e-08","****","Wilcoxon"
"3895","weight","商业物业经营","生物医药",0.00491845126259727,1,"0.00492","**","Wilcoxon"
"3896","weight","商业物业经营","石油天然气",0.125085308571516,1,"0.12509","ns","Wilcoxon"
"3897","weight","商业物业经营","食品",4.88871894944764e-05,0.12,"4.9e-05","****","Wilcoxon"
"3898","weight","商业物业经营","视听器材",0.0120304071059876,1,"0.01203","*","Wilcoxon"
"3899","weight","商业物业经营","输变电设备",0.426046403356571,1,"0.42605","ns","Wilcoxon"
"3900","weight","商业物业经营","水泥",0.112457202807902,1,"0.11246","ns","Wilcoxon"
"3901","weight","商业物业经营","水务",0.932975189435947,1,"0.93298","ns","Wilcoxon"
"3902","weight","商业物业经营","陶瓷",0.00760458268647662,1,"0.00760","**","Wilcoxon"
"3903","weight","商业物业经营","铁矿石",0.647655610297128,1,"0.64766","ns","Wilcoxon"
"3904","weight","商业物业经营","铁路设备",1.83574503161451e-05,0.047,"1.8e-05","****","Wilcoxon"
"3905","weight","商业物业经营","通信设备",0.00930582768497849,1,"0.00931","**","Wilcoxon"
"3906","weight","商业物业经营","通用设备",0.177736044426023,1,"0.17774","ns","Wilcoxon"
"3907","weight","商业物业经营","卫星应用",0.209330270770382,1,"0.20933","ns","Wilcoxon"
"3908","weight","商业物业经营","文娱用品",2.42551935762106e-05,0.061,"2.4e-05","****","Wilcoxon"
"3909","weight","商业物业经营","物流",0.374128918431549,1,"0.37413","ns","Wilcoxon"
"3910","weight","商业物业经营","稀有金属",0.507024933465118,1,"0.50702","ns","Wilcoxon"
"3911","weight","商业物业经营","橡胶制品",0.0589871396583016,1,"0.05899","ns","Wilcoxon"
"3912","weight","商业物业经营","消费电子设备",0.00484606397952806,1,"0.00485","**","Wilcoxon"
"3913","weight","商业物业经营","小家电",0.00117249527042744,1,"0.00117","**","Wilcoxon"
"3914","weight","商业物业经营","休闲服务",0.558962964049669,1,"0.55896","ns","Wilcoxon"
"3915","weight","商业物业经营","医疗服务",0.00121038335206089,1,"0.00121","**","Wilcoxon"
"3916","weight","商业物业经营","医疗器械",0.326415278892315,1,"0.32642","ns","Wilcoxon"
"3917","weight","商业物业经营","医药商业",7.91470212685455e-12,2.6e-08,"7.9e-12","****","Wilcoxon"
"3918","weight","商业物业经营","银行",0.000441139904191353,0.99,"0.00044","***","Wilcoxon"
"3919","weight","商业物业经营","饮料",0.351753560232274,1,"0.35175","ns","Wilcoxon"
"3920","weight","商业物业经营","营销服务",0.985718230074435,1,"0.98572","ns","Wilcoxon"
"3921","weight","商业物业经营","影视动漫",7.28530260007274e-07,0.002,"7.3e-07","****","Wilcoxon"
"3922","weight","商业物业经营","渔业",0.0884683892370105,1,"0.08847","ns","Wilcoxon"
"3923","weight","商业物业经营","造纸印刷",0.00230682494254685,1,"0.00231","**","Wilcoxon"
"3924","weight","商业物业经营","照明设备",0.0585122998476855,1,"0.05851","ns","Wilcoxon"
"3925","weight","商业物业经营","中药生产",3.64130483011781e-07,0.001,"3.6e-07","****","Wilcoxon"
"3926","weight","商业物业经营","珠宝首饰",7.09446412183783e-12,2.3e-08,"7.1e-12","****","Wilcoxon"
"3927","weight","商业物业经营","专业服务",0.177568120470296,1,"0.17757","ns","Wilcoxon"
"3928","weight","商业物业经营","专用设备",0.391295909064088,1,"0.39130","ns","Wilcoxon"
"3929","weight","商业物业经营","装修装饰",0.171234043906183,1,"0.17123","ns","Wilcoxon"
"3930","weight","商业物业经营","综合",0.0017239010865552,1,"0.00172","**","Wilcoxon"
"3931","weight","生物医药","石油天然气",1.34883118869336e-09,4.1e-06,"1.3e-09","****","Wilcoxon"
"3932","weight","生物医药","食品",0.121059880338983,1,"0.12106","ns","Wilcoxon"
"3933","weight","生物医药","视听器材",5.45519314318483e-11,1.7e-07,"5.5e-11","****","Wilcoxon"
"3934","weight","生物医药","输变电设备",7.3240009799841e-07,0.002,"7.3e-07","****","Wilcoxon"
"3935","weight","生物医药","水泥",2.23454619479574e-05,0.056,"2.2e-05","****","Wilcoxon"
"3936","weight","生物医药","水务",0.000242342464744612,0.56,"0.00024","***","Wilcoxon"
"3937","weight","生物医药","陶瓷",1.17588516468469e-09,3.6e-06,"1.2e-09","****","Wilcoxon"
"3938","weight","生物医药","铁矿石",0.0403535694843681,1,"0.04035","*","Wilcoxon"
"3939","weight","生物医药","铁路设备",2.76466409142885e-09,8.4e-06,"2.8e-09","****","Wilcoxon"
"3940","weight","生物医药","通信设备",1.60202594628038e-10,5.1e-07,"1.6e-10","****","Wilcoxon"
"3941","weight","生物医药","通用设备",8.60010318954689e-05,0.21,"8.6e-05","****","Wilcoxon"
"3942","weight","生物医药","卫星应用",1.8681935233108e-06,0.0051,"1.9e-06","****","Wilcoxon"
"3943","weight","生物医药","文娱用品",0.80303457510813,1,"0.80303","ns","Wilcoxon"
"3944","weight","生物医药","物流",2.40142912470867e-06,0.0064,"2.4e-06","****","Wilcoxon"
"3945","weight","生物医药","稀有金属",9.54931715563892e-06,0.025,"9.5e-06","****","Wilcoxon"
"3946","weight","生物医药","橡胶制品",4.8295629793648e-09,1.5e-05,"4.8e-09","****","Wilcoxon"
"3947","weight","生物医药","消费电子设备",0.0129469729741717,1,"0.01295","*","Wilcoxon"
"3948","weight","生物医药","小家电",2.70017080077168e-10,8.5e-07,"2.7e-10","****","Wilcoxon"
"3949","weight","生物医药","休闲服务",0.145618815570593,1,"0.14562","ns","Wilcoxon"
"3950","weight","生物医药","医疗服务",0.0777113777273097,1,"0.07771","ns","Wilcoxon"
"3951","weight","生物医药","医疗器械",4.87113506328262e-06,0.013,"4.9e-06","****","Wilcoxon"
"3952","weight","生物医药","医药商业",0.139311393965151,1,"0.13931","ns","Wilcoxon"
"3953","weight","生物医药","银行",0.00067503120220806,1,"0.00068","***","Wilcoxon"
"3954","weight","生物医药","饮料",0.00505299567856211,1,"0.00505","**","Wilcoxon"
"3955","weight","生物医药","营销服务",9.81529453828747e-05,0.23,"9.8e-05","****","Wilcoxon"
"3956","weight","生物医药","影视动漫",0.911098962041383,1,"0.91110","ns","Wilcoxon"
"3957","weight","生物医药","渔业",0.33763078365576,1,"0.33763","ns","Wilcoxon"
"3958","weight","生物医药","造纸印刷",2.7963289039848e-13,9.4e-10,"2.8e-13","****","Wilcoxon"
"3959","weight","生物医药","照明设备",4.60443650861256e-08,0.00013,"4.6e-08","****","Wilcoxon"
"3960","weight","生物医药","中药生产",0.0491545754088101,1,"0.04915","*","Wilcoxon"
"3961","weight","生物医药","珠宝首饰",1.7084024139131e-13,5.7e-10,"1.7e-13","****","Wilcoxon"
"3962","weight","生物医药","专业服务",1.21057278344646e-09,3.7e-06,"1.2e-09","****","Wilcoxon"
"3963","weight","生物医药","专用设备",7.64399033004984e-06,0.02,"7.6e-06","****","Wilcoxon"
"3964","weight","生物医药","装修装饰",1.20932807939785e-06,0.0033,"1.2e-06","****","Wilcoxon"
"3965","weight","生物医药","综合",8.00292594650876e-10,2.5e-06,"8.0e-10","****","Wilcoxon"
"3966","weight","石油天然气","食品",6.260585107215e-86,2.7e-82,"< 2e-16","****","Wilcoxon"
"3967","weight","石油天然气","视听器材",1.26595555652033e-05,0.032,"1.3e-05","****","Wilcoxon"
"3968","weight","石油天然气","输变电设备",2.30395548378499e-09,7e-06,"2.3e-09","****","Wilcoxon"
"3969","weight","石油天然气","水泥",8.49631632691858e-07,0.0023,"8.5e-07","****","Wilcoxon"
"3970","weight","石油天然气","水务",0.0213606141332347,1,"0.02136","*","Wilcoxon"
"3971","weight","石油天然气","陶瓷",0.00140538588051189,1,"0.00141","**","Wilcoxon"
"3972","weight","石油天然气","铁矿石",0.779723177058421,1,"0.77972","ns","Wilcoxon"
"3973","weight","石油天然气","铁路设备",2.36323136665054e-05,0.059,"2.4e-05","****","Wilcoxon"
"3974","weight","石油天然气","通信设备",0.00200172151261565,1,"0.00200","**","Wilcoxon"
"3975","weight","石油天然气","通用设备",5.43945776147111e-36,2.2e-32,"< 2e-16","****","Wilcoxon"
"3976","weight","石油天然气","卫星应用",0.903745369454504,1,"0.90375","ns","Wilcoxon"
"3977","weight","石油天然气","文娱用品",6.71233517177291e-11,2.1e-07,"6.7e-11","****","Wilcoxon"
"3978","weight","石油天然气","物流",7.51578485905206e-06,0.02,"7.5e-06","****","Wilcoxon"
"3979","weight","石油天然气","稀有金属",4.00140686169882e-05,0.099,"4.0e-05","****","Wilcoxon"
"3980","weight","石油天然气","橡胶制品",0.120133727798301,1,"0.12013","ns","Wilcoxon"
"3981","weight","石油天然气","消费电子设备",7.99539940687109e-18,2.8e-14,"< 2e-16","****","Wilcoxon"
"3982","weight","石油天然气","小家电",0.000415085821838135,0.93,"0.00042","***","Wilcoxon"
"3983","weight","石油天然气","休闲服务",0.228772834156492,1,"0.22877","ns","Wilcoxon"
"3984","weight","石油天然气","医疗服务",4.51473336884922e-12,1.5e-08,"4.5e-12","****","Wilcoxon"
"3985","weight","石油天然气","医疗器械",8.21932616277272e-25,3.2e-21,"< 2e-16","****","Wilcoxon"
"3986","weight","石油天然气","医药商业",1.13917247350182e-65,4.9e-62,"< 2e-16","****","Wilcoxon"
"3987","weight","石油天然气","银行",5.39950800255393e-19,1.9e-15,"< 2e-16","****","Wilcoxon"
"3988","weight","石油天然气","饮料",0.0998885844900299,1,"0.09989","ns","Wilcoxon"
"3989","weight","石油天然气","营销服务",0.0768427149690052,1,"0.07684","ns","Wilcoxon"
"3990","weight","石油天然气","影视动漫",1.91008206016339e-07,0.00054,"1.9e-07","****","Wilcoxon"
"3991","weight","石油天然气","渔业",0.131509725895431,1,"0.13151","ns","Wilcoxon"
"3992","weight","石油天然气","造纸印刷",6.97390305413683e-14,2.4e-10,"7.0e-14","****","Wilcoxon"
"3993","weight","石油天然气","照明设备",0.00369720161901706,1,"0.00370","**","Wilcoxon"
"3994","weight","石油天然气","中药生产",3.15867444699109e-41,1.3e-37,"< 2e-16","****","Wilcoxon"
"3995","weight","石油天然气","珠宝首饰",3.19677628619306e-22,1.2e-18,"< 2e-16","****","Wilcoxon"
"3996","weight","石油天然气","专业服务",0.0346688772202712,1,"0.03467","*","Wilcoxon"
"3997","weight","石油天然气","专用设备",7.20525605643616e-27,2.8e-23,"< 2e-16","****","Wilcoxon"
"3998","weight","石油天然气","装修装饰",0.382117368584643,1,"0.38212","ns","Wilcoxon"
"3999","weight","石油天然气","综合",0.194090838575066,1,"0.19409","ns","Wilcoxon"
"4000","weight","食品","视听器材",2.9878110230692e-40,1.2e-36,"< 2e-16","****","Wilcoxon"
"4001","weight","食品","输变电设备",1.21228654367054e-35,4.9e-32,"< 2e-16","****","Wilcoxon"
"4002","weight","食品","水泥",1.00468975238355e-20,3.7e-17,"< 2e-16","****","Wilcoxon"
"4003","weight","食品","水务",0.000162554310867679,0.38,"0.00016","***","Wilcoxon"
"4004","weight","食品","陶瓷",4.39118804071965e-33,1.7e-29,"< 2e-16","****","Wilcoxon"
"4005","weight","食品","铁矿石",0.168511079691826,1,"0.16851","ns","Wilcoxon"
"4006","weight","食品","铁路设备",7.0836071155957e-20,2.6e-16,"< 2e-16","****","Wilcoxon"
"4007","weight","食品","通信设备",5.17171990972544e-37,2.1e-33,"< 2e-16","****","Wilcoxon"
"4008","weight","食品","通用设备",9.04403566662471e-32,3.6e-28,"< 2e-16","****","Wilcoxon"
"4009","weight","食品","卫星应用",2.46296323884781e-16,8.7e-13,"2.5e-16","****","Wilcoxon"
"4010","weight","食品","文娱用品",0.134511254865047,1,"0.13451","ns","Wilcoxon"
"4011","weight","食品","物流",4.1604654873012e-19,1.5e-15,"< 2e-16","****","Wilcoxon"
"4012","weight","食品","稀有金属",2.01438599948269e-31,8e-28,"< 2e-16","****","Wilcoxon"
"4013","weight","食品","橡胶制品",2.30384390839198e-44,9.5e-41,"< 2e-16","****","Wilcoxon"
"4014","weight","食品","消费电子设备",0.403513645372639,1,"0.40351","ns","Wilcoxon"
"4015","weight","食品","小家电",4.05307104855225e-55,1.7e-51,"< 2e-16","****","Wilcoxon"
"4016","weight","食品","休闲服务",0.370070864561537,1,"0.37007","ns","Wilcoxon"
"4017","weight","食品","医疗服务",0.647273099550126,1,"0.64727","ns","Wilcoxon"
